T1: 1 56, 3 8, 5 18, 7 12, 9 12, 11 45, 13 8, 15 3, 17 6, 19 21, 21 3, 23 5, 25 3, 27 18, 29 40, 31 30, 34 30, 36 1, 38 6, 40 77, 42 5, 44 7, 46 7, 48 21, 50 45, 52 30, 54 8, 56 20, 58 6, 60 40, 62 3, 64 4, 66 4, 68 56, 70 10, 72 48, 74 7
T3002: 2 21, 3 40, 5 12, 7 12, 9 10, 11 40, 13 3, 16 9, 18 8, 20 7, 21 10, 24 14, 26 10, 27 2, 29 16, 31 15, 34 12, 36 1, 38 5, 40 22, 43 40, 44 2, 47 21, 49 10, 50 10, 52 60, 54 4, 56 8, 58 6, 60 28, 62 7, 64 16, 66 8, 68 7, 70 4, 73 10, 74 9
T3003: 2 9, 3 20, 5 6, 7 24, 9 16, 11 45, 13 3, 16 12, 18 14, 20 5, 21 3, 23 5, 26 1, 27 8, 29 28, 31 27, 34 36, 36 9, 38 2, 40 88, 43 5, 44 4, 46 8, 49 8, 50 15, 52 54, 54 3, 56 28, 58 2, 60 24, 62 2, 65 9, 67 14, 68 56, 71 16, 73 14, 74 10
T3004: 2 3, 3 4, 5 15, 7 6, 9 16, 11 20, 13 6, 16 27, 18 8, 20 1, 21 2, 23 5, 26 1, 27 14, 29 36, 31 3, 34 30, 36 4, 38 4, 40 44, 43 50, 44 5, 47 30, 49 6, 50 50, 52 54, 54 4, 56 36, 58 4, 60 28, 62 1, 65 12, 67 8, 68 49, 70 12, 73 2, 74 2
T3005: 2 15, 3 20, 5 27, 7 27, 9 18, 11 30, 13 4, 16 9, 18 14, 20 1, 21 3, 24 14, 26 8, 27 8, 29 8, 31 6, 34 30, 36 2, 39 8, 40 33, 43 30, 44 10, 46 7, 49 2, 50 50, 52 30, 54 6, 56 28, 58 5, 60 28, 62 8, 64 32, 66 24, 68 35, 71 28, 73 6, 74 2
T3006: 2 21, 3 8, 5 24, 7 15, 9 18, 11 40, 13 1, 16 6, 18 10, 20 1, 21 9, 23 10, 26 9, 27 10, 29 28, 31 15, 34 12, 36 9, 39 4, 40 33, 43 30, 44 8, 46 4, 49 4, 51 20, 52 18, 54 10, 56 28, 58 6, 60 20, 62 4, 65 30, 67 8, 68 7, 71 12, 73 20, 74 9
T3007: 2 21, 4 50, 5 3, 7 15, 10 36, 11 50, 13 1, 16 15, 18 12, 20 5, 21 6, 23 25, 26 9, 27 20, 30 18, 31 21, 35 30, 36 5, 38 1, 40 66, 43 35, 44 5, 46 10, 48 14, 51 4, 52 12, 54 7, 56 40, 58 3, 60 16, 62 1, 64 4, 67 20, 68 7, 71 16, 73 16, 74 3
T3008: 2 15, 3 32, 5 12, 7 24, 9 10, 11 45, 14 9, 16 27, 17 24, 20 7, 21 7, 24 18, 26 9, 27 4, 29 28, 31 3, 34 18, 36 7, 38 3, 40 88, 43 40, 44 9, 47 12, 48 21, 51 4, 52 42, 54 10, 56 20, 58 4, 60 36, 62 10, 65 15, 66 16, 69 64, 70 16, 73 16, 74 5
T3009: 2 24, 3 36, 5 27, 7 24, 9 18, 11 10, 14 8, 16 6, 17 24, 19 18, 21 7, 24 10, 26 5, 27 10, 29 24, 31 6, 34 12, 36 7, 39 8, 40 88, 43 35, 44 6, 46 5, 48 35, 51 18, 52 6, 54 5, 56 4, 58 6, 60 36, 62 1, 64 20, 66 36, 69 48, 71 40, 73 18, 74 6
T3010: 2 21, 3 36, 5 18, 7 18, 9 18, 12 4, 13 4, 16 24, 17 27, 19 12, 21 8, 23 15, 25 7, 28 20, 29 24, 31 18, 34 54, 36 3, 38 8, 40 33, 42 6, 44 1, 46 4, 48 63, 50 25, 52 48, 54 1, 57 24, 58 7, 60 12, 62 4, 64 8, 66 16, 69 40, 70 16, 72 36, 75 9
T3011: 2 27, 3 12, 5 24, 7 9, 9 16, 12 6, 13 1, 16 15, 18 16, 20 9, 21 8, 23 45, 25 5, 28 12, 29 36, 31 27, 34 48, 36 9, 38 4, 40 11, 42 10, 44 6, 46 3, 48 7, 51 8, 52 30, 54 6, 56 20, 58 4, 60 16, 62 5, 64 20, 66 32, 69 56, 70 4, 72 42, 75 27
T3012: 2 9, 3 16, 5 12, 7 15, 9 12, 12 12, 13 4, 16 3, 18 10, 20 10, 21 9, 23 30, 25 6, 28 16, 29 36, 31 15, 34 6, 36 10, 38 2, 40 33, 42 5, 44 3, 47 6, 48 14, 50 30, 52 18, 54 3, 56 36, 58 2, 60 4, 62 7, 64 32, 66 4, 69 24, 70 2, 72 30, 75 3
T3013: 2 30, 3 16, 5 6, 7 3, 10 60, 12 2, 14 9, 15 27, 17 6, 19 15, 21 4, 23 30, 25 4, 28 14, 29 36, 31 27, 34 24, 36 6, 38 4, 40 22, 42 4, 44 10, 46 3, 48 28, 50 45, 52 6, 54 5, 56 28, 58 3, 60 20, 62 2, 64 36, 66 20, 69 8, 71 8, 72 42, 75 21
T3014: 2 12, 3 20, 5 18, 7 15, 10 36, 12 14, 14 7, 15 15, 17 6, 19 27, 21 2, 23 40, 25 9, 28 14, 29 4, 31 6, 34 54, 36 5, 38 10, 40 33, 42 10, 44 4, 46 5, 48 56, 50 45, 52 30, 54 7, 57 18, 58 10, 60 20, 62 9, 64 4, 66 12, 69 64, 70 6, 72 24, 75 6
T3015: 2 18, 3 16, 5 24, 7 3, 10 48, 12 8, 14 4, 15 24, 17 9, 19 9, 21 6, 23 45, 25 9, 28 2, 29 12, 31 9, 34 36, 36 8, 38 5, 40 44, 42 1, 44 9, 46 3, 48 49, 50 50, 52 6, 54 6, 57 60, 58 10, 60 40, 62 6, 64 4, 66 8, 69 56, 71 12, 72 12, 75 12
T3016: 2 9, 3 4, 5 18, 7 12, 10 60, 12 4, 14 9, 15 30, 17 18, 19 21, 21 2, 23 5, 25 2, 28 20, 29 16, 31 30, 35 36, 36 9, 38 10, 40 88, 42 3, 44 1, 46 6, 48 70, 50 5, 52 12, 54 5, 57 6, 58 3, 60 4, 62 7, 64 4, 66 28, 69 80, 71 24, 72 18, 75 15
T3017: 2 21, 3 36, 5 27, 7 12, 9 16, 11 40, 14 9, 15 15, 17 27, 20 8, 21 6, 23 35, 25 5, 28 20, 29 4, 31 30, 35 48, 36 4, 38 5, 40 44, 42 5, 44 10, 47 6, 48 42, 50 50, 52 18, 54 10, 56 4, 58 8, 60 36, 62 2, 64 32, 66 28, 69 64, 71 32, 72 18, 75 3
T3018: 2 18, 3 12, 5 27, 7 6, 9 2, 12 12, 14 3, 16 30, 17 3, 20 7, 21 3, 23 45, 25 3, 28 20, 29 4, 31 24, 34 12, 36 10, 38 7, 40 66, 42 2, 44 4, 47 21, 48 7, 50 35, 52 54, 54 1, 56 8, 58 6, 60 12, 62 9, 64 4, 66 32, 69 64, 70 4, 72 54, 75 3
T3019: 2 21, 3 8, 5 27, 7 6, 10 18, 12 18, 14 4, 15 12, 17 15, 19 3, 21 1, 23 35, 25 6, 28 8, 29 28, 31 27, 34 42, 36 7, 39 4, 40 77, 42 1, 44 7, 46 6, 48 49, 51 2, 52 18, 54 7, 56 12, 58 4, 60 12, 62 10, 64 20, 66 8, 69 40, 71 20, 72 48, 75 9
T3020: 2 24, 3 32, 5 21, 7 18, 10 60, 12 2, 14 8, 15 15, 17 27, 19 9, 21 5, 23 25, 25 2, 28 18, 29 12, 31 3, 34 12, 36 10, 39 18, 40 33, 42 1, 44 8, 46 10, 48 7, 51 14, 52 30, 54 1, 57 30, 58 7, 60 4, 62 7, 64 32, 66 8, 69 56, 71 12, 72 30, 75 30
T3021: 2 18, 3 4, 5 18, 7 27, 10 60, 12 6, 14 5, 15 15, 17 15, 19 15, 21 7, 23 40, 25 6, 28 4, 29 36, 31 9, 35 42, 36 1, 39 10, 40 44, 42 2, 44 1, 46 2, 48 42, 51 12, 52 18, 54 2, 57 54, 58 5, 60 4, 62 5, 64 40, 66 4, 69 32, 71 28, 72 60, 75 18
T3022: 2 9, 3 40, 5 27, 7 12, 9 4, 11 45, 14 2, 15 15, 17 15, 20 5, 21 1, 23 25, 25 10, 28 10, 29 32, 31 21, 35 42, 36 2, 39 14, 40 99, 42 5, 44 5, 47 12, 48 56, 51 20, 52 6, 54 9, 56 32, 58 1, 60 24, 62 4, 64 20, 66 8, 69 40, 71 24, 72 54, 75 12
T3023: 2 12, 3 32, 5 9, 7 18, 9 12, 12 10, 14 5, 16 30, 18 8, 20 7, 21 6, 23 5, 25 8, 28 12, 29 40, 31 15, 34 48, 36 10, 38 4, 40 55, 42 10, 44 3, 46 6, 48 42, 50 45, 52 42, 54 9, 56 8, 58 8, 60 20, 62 9, 64 24, 66 32, 69 48, 71 8, 72 60, 75 27
T3024: 2 9, 3 40, 5 18, 7 6, 9 10, 11 35, 14 6, 16 24, 18 8, 20 7, 21 1, 23 30, 25 2, 28 20, 29 16, 31 30, 34 30, 36 10, 38 10, 40 22, 42 6, 44 10, 47 3, 48 7, 50 5, 52 54, 54 1, 56 28, 58 5, 60 28, 62 10, 64 32, 66 36, 69 72, 70 16, 72 18, 75 21
T3025: 2 24, 3 16, 5 27, 7 9, 9 14, 12 6, 14 1, 16 6, 18 16, 20 6, 21 1, 23 40, 25 3, 28 18, 29 4, 31 3, 34 24, 36 3, 38 7, 40 88, 42 4, 44 3, 47 12, 48 49, 50 30, 52 42, 54 2, 56 40, 58 6, 60 12, 62 8, 64 28, 66 4, 69 32, 70 20, 72 18, 75 3
T3026: 2 3, 3 12, 5 12, 7 9, 9 4, 11 15, 13 9, 15 12, 17 15, 19 24, 21 4, 23 40, 25 7, 28 10, 29 36, 31 9, 34 48, 36 6, 38 8, 40 110, 42 6, 44 6, 46 9, 48 70, 51 18, 52 24, 55 18, 57 24, 58 1, 60 40, 62 8, 64 32, 66 12, 69 40, 70 8, 72 12, 75 21
T3027: 2 18, 3 4, 5 6, 7 24, 9 8, 12 20, 13 1, 15 15, 17 21, 19 21, 21 1, 23 35, 25 3, 28 10, 29 8, 31 15, 34 36, 36 3, 38 9, 40 88, 42 5, 44 6, 46 10, 48 56, 51 20, 52 42, 55 16, 57 42, 58 5, 60 24, 62 3, 64 40, 66 16, 69 64, 70 16, 72 36, 75 3
T3028: 2 21, 3 20, 5 9, 7 27, 9 14, 12 6, 13 6, 16 3, 17 18, 19 24, 21 3, 23 35, 25 5, 28 8, 29 12, 31 3, 34 24, 36 7, 38 6, 40 99, 42 9, 44 6, 46 2, 48 49, 51 6, 52 54, 55 18, 57 48, 58 4, 60 12, 62 4, 64 20, 66 20, 69 24, 70 20, 72 54, 75 21
T3029: 2 30, 3 12, 5 3, 7 21, 9 2, 11 45, 13 9, 15 27, 17 3, 20 2, 21 10, 23 30, 25 10, 28 2, 29 8, 31 27, 34 18, 36 8, 38 6, 40 99, 42 9, 44 9, 47 21, 48 42, 51 20, 52 60, 55 6, 56 24, 58 3, 60 36, 62 7, 64 12, 66 4, 69 48, 70 2, 72 60, 75 18
T3030: 2 9, 3 16, 5 3, 7 27, 9 14, 11 25, 13 6, 15 21, 17 12, 20 8, 21 5, 23 10, 25 9, 28 10, 29 40, 31 15, 34 48, 36 1, 38 6, 40 88, 42 1, 44 3, 47 27, 48 35, 51 4, 52 6, 55 8, 57 42, 58 7, 60 16, 62 1, 64 12, 66 32, 69 64, 70 2, 72 12, 75 12
T3031: 2 9, 3 8, 5 3, 7 6, 9 2, 12 18, 13 3, 15 12, 17 12, 20 1, 21 5, 23 10, 25 8, 28 12, 29 40, 31 24, 34 18, 36 7, 38 1, 40 77, 42 10, 44 4, 47 3, 48 28, 51 10, 52 6, 55 20, 56 8, 58 7, 60 28, 62 6, 64 36, 66 40, 69 80, 70 12, 72 48, 75 9
T3032: 2 24, 3 36, 5 12, 7 27, 9 10, 11 5, 13 3, 16 3, 17 30, 20 2, 21 6, 23 25, 25 7, 28 12, 29 4, 31 15, 34 54, 36 4, 38 10, 40 33, 42 5, 44 5, 47 24, 48 63, 51 10, 52 60, 55 10, 56 40, 58 10, 60 8, 62 1, 64 8, 66 8, 69 48, 70 18, 72 6, 75 24
T3033: 2 15, 3 36, 5 15, 7 3, 9 12, 11 5, 13 3, 16 27, 17 18, 20 8, 21 2, 23 35, 25 8, 28 6, 29 4, 31 3, 34 12, 36 8, 38 1, 40 33, 42 7, 44 1, 47 30, 48 35, 51 18, 52 42, 55 10, 57 42, 58 9, 60 32, 62 8, 64 28, 66 4, 69 40, 70 2, 72 36, 75 15
T3034: 2 24, 3 36, 5 27, 7 12, 9 20, 12 2, 13 2, 15 12, 17 21, 19 18, 21 5, 23 10, 25 10, 28 4, 29 8, 31 12, 34 6, 36 1, 38 2, 40 77, 42 9, 44 5, 46 1, 48 35, 50 15, 52 60, 55 14, 57 30, 58 7, 60 20, 62 8, 64 4, 66 36, 69 80, 70 18, 72 12, 75 30
T3035: 2 12, 3 32, 5 24, 7 24, 9 2, 12 6, 13 4, 16 15, 17 30, 19 18, 21 8, 23 30, 25 9, 28 10, 29 8, 31 12, 34 42, 36 8, 38 4, 40 55, 42 8, 44 9, 46 8, 48 42, 50 25, 52 18, 55 2, 57 48, 58 4, 60 32, 62 10, 64 8, 66 20, 69 72, 70 14, 72 48, 75 27
T3036: 2 21, 3 32, 5 27, 7 27, 9 14, 11 50, 13 8, 15 30, 17 21, 20 2, 21 7, 23 10, 25 4, 28 12, 29 8, 31 3, 34 6, 36 1, 38 5, 40 88, 42 8, 44 10, 47 27, 48 63, 50 45, 52 36, 55 14, 57 24, 58 6, 60 4, 62 4, 64 36, 66 8, 69 40, 70 18, 72 18, 75 18
T3037: 2 9, 3 16, 5 30, 7 27, 9 14, 12 2, 13 5, 15 3, 17 18, 20 9, 21 3, 23 25, 25 4, 28 4, 29 4, 31 6, 34 60, 36 9, 38 5, 40 55, 42 3, 44 7, 47 6, 48 28, 50 45, 52 24, 55 10, 56 16, 58 6, 60 28, 62 2, 64 16, 66 20, 69 32, 70 12, 72 48, 75 15
T3038: 2 3, 3 20, 5 3, 7 30, 9 6, 12 4, 13 7, 15 12, 17 12, 20 10, 21 5, 23 40, 25 2, 28 10, 29 8, 31 3, 34 54, 36 6, 38 2, 40 44, 42 2, 44 4, 47 3, 48 49, 50 20, 52 48, 55 20, 57 48, 58 3, 60 4, 62 6, 64 4, 66 32, 69 40, 70 16, 72 60, 75 6
T3039: 2 3, 3 16, 5 27, 7 15, 9 18, 12 12, 13 8, 16 21, 18 12, 20 8, 21 1, 23 10, 25 4, 28 14, 29 28, 31 30, 34 36, 36 2, 38 5, 40 99, 42 6, 44 8, 46 5, 48 56, 51 2, 52 42, 55 20, 57 12, 58 9, 60 24, 62 7, 64 32, 66 4, 69 16, 70 20, 72 36, 75 3
T3040: 2 12, 3 4, 5 30, 7 6, 9 18, 12 10, 13 2, 16 18, 18 18, 20 9, 21 8, 23 25, 25 3, 28 16, 29 24, 31 21, 34 30, 36 10, 38 5, 40 66, 42 3, 44 4, 47 21, 48 14, 51 18, 52 18, 55 12, 56 8, 58 3, 60 20, 62 1, 64 20, 66 28, 69 48, 70 10, 72 60, 75 21
T3041: 2 15, 3 40, 5 21, 7 18, 9 6, 12 12, 13 8, 16 15, 18 8, 20 6, 21 3, 23 40, 25 6, 28 4, 29 28, 31 15, 34 36, 36 1, 38 7, 40 77, 42 9, 44 1, 47 24, 48 14, 50 35, 52 60, 55 10, 56 24, 58 10, 60 36, 62 8, 64 12, 66 16, 69 56, 70 8, 72 24, 75 12
T3042: 2 9, 3 32, 5 18, 7 18, 9 12, 11 50, 13 7, 15 21, 17 30, 20 2, 21 8, 23 15, 25 1, 28 8, 29 12, 31 9, 34 30, 36 6, 38 3, 40 44, 42 4, 44 10, 47 30, 49 4, 50 45, 52 48, 55 16, 56 40, 58 4, 60 32, 62 3, 64 4, 66 4, 68 7, 70 20, 72 12, 75 3
T3043: 2 21, 3 20, 5 24, 7 27, 9 10, 11 15, 14 3, 15 15, 17 15, 20 6, 21 6, 23 25, 25 4, 28 8, 29 40, 31 3, 34 42, 36 3, 38 10, 40 99, 42 1, 44 9, 47 12, 48 56, 51 6, 52 24, 55 14, 56 8, 58 7, 60 16, 62 1, 64 24, 66 4, 69 8, 70 14, 72 42, 75 15
T3044: 2 30, 3 12, 5 30, 7 3, 9 20, 12 12, 14 7, 16 18, 17 21, 20 3, 21 3, 23 10, 25 6, 28 8, 29 32, 31 15, 34 48, 36 8, 38 4, 40 11, 42 4, 44 5, 47 30, 48 63, 51 20, 52 18, 55 2, 56 12, 58 10, 60 28, 62 2, 64 4, 66 40, 69 40, 70 18, 72 54, 75 24
T3045: 2 24, 3 24, 5 3, 7 27, 10 6, 12 18, 14 2, 15 30, 17 3, 19 27, 21 9, 23 5, 25 9, 28 14, 29 28, 31 3, 34 36, 36 5, 38 3, 40 66, 42 4, 44 7, 46 9, 48 14, 50 5, 52 24, 55 14, 56 32, 58 7, 60 20, 62 10, 64 8, 66 28, 69 64, 71 20, 72 42, 75 24
T3046: 2 24, 3 28, 5 27, 7 3, 9 20, 12 4, 14 4, 15 27, 17 9, 19 24, 21 8, 23 20, 25 4, 28 10, 29 40, 31 30, 34 24, 36 5, 38 9, 40 110, 42 3, 44 3, 46 4, 48 21, 50 15, 52 36, 55 6, 57 36, 58 8, 60 24, 62 2, 64 32, 66 24, 69 8, 70 12, 72 36, 75 24
T3047: 2 12, 3 24, 5 24, 7 15, 10 12, 12 14, 14 8, 15 9, 17 6, 19 30, 21 7, 23 20, 25 2, 28 20, 29 20, 31 12, 34 60, 36 10, 38 7, 40 66, 42 7, 44 10, 46 4, 48 49, 50 10, 52 12, 55 2, 57 42, 58 2, 60 40, 62 9, 64 28, 66 36, 69 16, 70 16, 72 60, 75 15
T3048: 2 21, 3 8, 5 24, 7 27, 9 10, 12 12, 14 3, 15 21, 17 27, 20 1, 21 3, 23 15, 25 10, 28 14, 29 32, 31 12, 34 60, 36 2, 38 1, 40 99, 42 2, 44 3, 47 9, 48 28, 50 35, 52 24, 55 8, 56 4, 58 5, 60 4, 62 6, 64 24, 66 36, 69 56, 70 2, 72 48, 75 6
T3049: 2 27, 3 28, 5 18, 7 24, 10 6, 12 8, 14 6, 15 24, 17 21, 20 6, 21 4, 23 45, 25 7, 28 8, 29 28, 31 27, 34 36, 36 7, 38 5, 40 22, 42 10, 44 1, 47 21, 48 7, 50 5, 52 12, 55 20, 56 8, 58 9, 60 16, 62 7, 64 16, 66 4, 69 8, 70 16, 72 18, 75 12
T3050: 2 27, 3 4, 5 15, 7 3, 9 10, 12 2, 14 8, 15 18, 17 27, 20 1, 21 5, 23 35, 25 4, 28 20, 29 40, 31 3, 34 12, 36 1, 38 6, 40 22, 42 8, 44 8, 47 21, 48 7, 50 20, 52 30, 55 16, 57 12, 58 9, 60 20, 62 7, 64 12, 66 24, 69 8, 70 12, 72 30, 75 3
T3051: 2 27, 3 32, 5 30, 7 30, 10 30, 12 4, 14 2, 15 30, 17 24, 20 6, 21 3, 23 10, 25 6, 28 20, 29 8, 31 24, 34 12, 36 4, 38 8, 40 99, 42 10, 44 5, 47 24, 48 56, 50 15, 52 6, 55 6, 57 24, 58 10, 60 4, 62 3, 64 12, 66 12, 69 72, 70 8, 72 54, 75 27
T3052: 2 27, 3 16, 5 9, 7 9, 9 6, 11 15, 14 9, 16 15, 17 18, 20 9, 21 9, 23 50, 25 5, 28 2, 29 16, 31 12, 34 24, 36 6, 38 3, 40 22, 42 6, 44 5, 47 27, 48 14, 50 15, 52 18, 55 14, 56 8, 58 2, 60 4, 62 10, 64 4, 66 40, 69 24, 70 8, 72 30, 75 3
T3053: 2 9, 3 36, 5 15, 7 30, 9 12, 12 8, 14 5, 16 15, 17 30, 20 8, 21 6, 23 40, 25 10, 28 2, 29 24, 31 30, 34 30, 36 9, 38 10, 40 99, 42 5, 44 5, 47 30, 48 14, 50 45, 52 54, 55 4, 56 4, 58 10, 60 20, 62 7, 64 40, 66 28, 69 48, 70 6, 72 24, 75 12
T3054: 2 27, 3 8, 5 3, 7 15, 10 48, 12 6, 14 9, 15 3, 17 21, 19 15, 21 10, 23 10, 25 10, 28 8, 29 40, 31 6, 34 24, 36 10, 39 16, 40 33, 42 4, 44 1, 46 2, 48 7, 51 16, 52 24, 55 2, 56 40, 58 6, 60 40, 62 3, 64 36, 66 28, 69 40, 71 32, 72 30, 75 24
T3055: 2 9, 3 36, 5 24, 7 15, 10 24, 12 18, 14 6, 16 18, 18 4, 20 6, 21 8, 23 45, 25 5, 28 8, 29 36, 31 3, 34 60, 36 1, 38 5, 40 99, 42 9, 44 5, 46 3, 48 35, 50 10, 52 54, 55 4, 56 4, 58 8, 60 12, 62 5, 64 20, 66 16, 69 56, 71 12, 72 48, 75 12
T3056: 2 15, 3 24, 5 15, 7 30, 9 2, 12 20, 14 10, 16 15, 18 4, 20 2, 21 1, 23 50, 25 1, 28 10, 29 28, 31 6, 34 42, 36 2, 38 1, 40 33, 42 8, 44 9, 47 6, 48 7, 50 30, 52 36, 55 18, 56 36, 58 5, 60 28, 62 1, 64 24, 66 12, 69 64, 70 6, 72 48, 75 9
T3057: 2 6, 3 36, 5 12, 7 3, 10 12, 12 16, 14 7, 16 30, 18 10, 20 4, 21 1, 23 50, 25 7, 28 14, 29 24, 31 9, 34 54, 36 9, 38 8, 40 22, 42 5, 44 1, 47 24, 48 21, 50 5, 52 12, 55 8, 56 16, 58 7, 60 12, 62 2, 64 20, 66 4, 69 16, 70 6, 72 18, 75 12
T3058: 2 30, 3 4, 5 18, 7 15, 9 2, 12 10, 14 8, 16 9, 18 6, 20 4, 21 2, 23 10, 25 3, 28 6, 29 32, 31 6, 34 60, 36 10, 38 4, 40 11, 42 2, 44 10, 47 9, 48 42, 50 25, 52 18, 55 18, 57 6, 58 6, 60 36, 62 2, 64 20, 66 40, 69 8, 70 8, 72 54, 75 21
T3059: 2 9, 3 12, 5 24, 7 27, 10 42, 12 10, 14 5, 16 18, 18 6, 20 10, 21 9, 23 40, 25 9, 28 8, 29 28, 31 15, 34 48, 36 6, 39 8, 40 33, 42 9, 44 9, 46 5, 48 42, 51 16, 52 48, 55 20, 56 28, 58 8, 60 4, 62 7, 64 4, 66 28, 69 80, 71 32, 72 24, 75 9
T3060: 2 27, 3 24, 5 21, 7 9, 9 4, 12 18, 13 6, 15 9, 17 3, 19 9, 21 8, 23 5, 25 1, 27 10, 29 32, 31 24, 34 12, 36 2, 38 4, 40 99, 42 6, 44 10, 46 9, 48 28, 50 5, 52 6, 54 5, 57 24, 58 3, 60 8, 63 14, 64 40, 66 8, 69 8, 70 20, 72 54, 75 27
T3061: 2 6, 3 36, 5 15, 7 12, 9 6, 11 25, 13 7, 15 24, 17 27, 19 24, 21 1, 23 50, 25 6, 27 20, 29 28, 31 3, 34 48, 36 3, 39 2, 40 99, 42 9, 44 2, 46 2, 48 42, 51 20, 52 48, 54 3, 57 24, 58 8, 60 28, 63 14, 64 36, 66 36, 69 24, 71 16, 72 6, 75 12
T3062: 2 6, 3 24, 5 12, 7 21, 9 2, 12 20, 13 3, 15 27, 17 21, 19 6, 21 4, 23 45, 25 1, 27 8, 29 8, 31 3, 34 48, 36 4, 39 18, 40 77, 42 10, 44 9, 46 5, 48 63, 51 12, 52 18, 54 6, 56 32, 58 4, 60 32, 63 4, 64 36, 66 32, 69 32, 71 28, 72 24, 75 9
T3063: 2 21, 3 16, 5 3, 7 15, 9 12, 11 5, 13 4, 15 24, 17 9, 19 27, 21 7, 23 5, 25 5, 27 2, 29 4, 31 3, 34 36, 36 10, 39 4, 40 99, 42 1, 44 4, 46 2, 48 63, 50 5, 52 60, 54 8, 57 54, 58 8, 60 36, 63 20, 64 16, 66 40, 69 40, 71 32, 72 36, 75 30
T3064: 2 3, 3 8, 5 30, 7 12, 9 4, 12 20, 13 2, 15 12, 17 15, 19 21, 21 6, 23 10, 25 3, 27 14, 29 28, 31 3, 34 42, 36 9, 39 14, 40 110, 42 7, 44 8, 46 6, 48 42, 50 35, 52 54, 54 8, 57 54, 58 8, 60 24, 63 14, 64 36, 66 28, 69 64, 71 8, 72 36, 75 9
T3065: 2 12, 3 40, 5 12, 7 30, 9 6, 12 10, 13 4, 16 6, 17 30, 19 30, 21 4, 23 45, 25 4, 27 4, 29 4, 31 3, 34 24, 36 9, 39 4, 40 110, 42 8, 44 7, 46 4, 48 14, 50 25, 52 60, 54 9, 57 30, 58 9, 60 36, 63 4, 64 40, 66 40, 69 8, 71 28, 72 60, 75 30
T3066: 2 27, 3 8, 5 24, 7 21, 9 20, 12 18, 13 2, 16 12, 18 18, 20 1, 21 9, 23 10, 25 9, 27 18, 29 8, 31 12, 34 36, 36 7, 38 1, 40 22, 42 10, 44 9, 47 18, 48 56, 50 5, 52 24, 54 4, 56 32, 58 10, 60 28, 62 8, 64 4, 66 36, 69 32, 70 6, 72 42, 75 9
T3067: 2 30, 3 8, 5 12, 7 6, 9 20, 12 10, 13 3, 16 9, 18 8, 20 10, 21 2, 23 45, 25 2, 27 10, 29 8, 31 27, 34 60, 36 9, 39 12, 40 22, 42 2, 44 5, 46 7, 48 70, 51 12, 52 54, 54 5, 56 28, 58 9, 60 20, 62 8, 64 40, 66 4, 69 56, 71 4, 72 36, 75 30
T3068: 2 21, 3 12, 5 27, 7 24, 10 42, 12 12, 14 6, 15 9, 17 12, 19 27, 21 10, 23 40, 25 2, 27 6, 29 20, 31 30, 34 42, 36 7, 38 10, 40 55, 42 1, 44 7, 46 5, 48 28, 50 5, 52 54, 54 9, 57 42, 58 5, 60 16, 63 18, 64 32, 66 4, 69 64, 70 20, 72 48, 75 18
T3069: 2 15, 3 4, 5 18, 7 15, 10 36, 12 12, 14 1, 15 6, 17 6, 19 3, 21 5, 23 5, 25 10, 27 2, 29 24, 31 9, 34 36, 36 5, 39 18, 40 99, 42 8, 44 3, 46 9, 48 56, 51 8, 52 48, 54 4, 56 24, 58 3, 60 36, 62 1, 64 24, 66 12, 69 64, 71 36, 72 60, 75 27
T3070: 2 27, 3 8, 5 18, 7 21, 10 60, 12 4, 14 3, 15 27, 17 30, 19 30, 21 8, 23 5, 25 9, 27 8, 29 36, 31 12, 34 6, 36 10, 39 10, 40 44, 42 2, 44 5, 46 10, 48 14, 51 10, 52 60, 54 1, 57 18, 58 10, 60 36, 62 5, 64 28, 66 8, 69 32, 71 36, 72 12, 75 9
T3071: 2 21, 3 12, 5 6, 7 3, 10 36, 12 12, 14 7, 15 6, 17 12, 19 6, 21 7, 23 40, 25 8, 27 16, 29 4, 31 27, 35 60, 36 5, 39 16, 40 33, 42 10, 44 6, 46 1, 48 7, 51 20, 52 30, 54 4, 57 42, 58 9, 60 12, 62 2, 64 20, 66 24, 69 8, 71 32, 72 6, 75 30
T3072: 2 6, 3 28, 5 30, 7 12, 9 16, 11 30, 14 10, 15 15, 17 9, 20 8, 21 3, 23 35, 25 10, 27 18, 29 28, 31 3, 35 42, 36 8, 39 18, 40 88, 42 6, 44 5, 47 24, 48 63, 51 4, 52 18, 54 4, 56 40, 58 8, 60 36, 62 9, 64 40, 66 20, 69 16, 71 4, 72 24, 75 21
T3073: 2 30, 3 24, 5 30, 7 15, 10 48, 12 6, 14 10, 15 3, 17 9, 19 6, 21 8, 23 25, 25 1, 27 20, 29 32, 31 24, 34 12, 36 9, 39 10, 40 44, 42 9, 44 5, 46 10, 48 63, 50 45, 52 24, 54 5, 57 48, 58 9, 60 40, 63 12, 64 12, 66 36, 69 80, 71 32, 72 30, 75 9
T3074: 2 6, 3 4, 5 18, 7 18, 9 12, 11 15, 14 5, 16 21, 17 3, 19 21, 21 2, 23 5, 25 4, 27 16, 29 8, 31 3, 34 12, 36 2, 39 14, 40 110, 42 7, 44 2, 46 3, 48 56, 50 25, 52 54, 54 1, 56 32, 58 6, 60 20, 63 14, 64 12, 66 8, 69 40, 71 32, 72 60, 75 15
